Host Id,Host Since,Neighbourhood,Zipcode,Property Type,Room Type,Beds,Price,Number of Records,Number Of Reviews,Review Scores Rating
1039,2008-07-25,Brooklyn,11222.0,Apartment,Entire home/apt,1.0,149,1,4,100.0
1783,2008-08-12,Manhattan,10004.0,Apartment,Entire home/apt,1.0,250,1,9,100.0
2078,2008-08-15,Brooklyn,11201.0,Apartment,Private room,1.0,90,1,80,94.0
2339,2008-08-20,Manhattan,10009.0,Apartment,Entire home/apt,2.0,270,1,95,90.0
2571,2008-08-27,Brooklyn,11221.0,Apartment,Entire home/apt,2.0,170,1,14,98.0
2758,2008-09-06,Manhattan,10026.0,Apartment,Private room,2.0,59,1,120,93.0
2845,2008-09-09,Manhattan,10018.0,Apartment,Entire home/apt,1.0,285,1,17,97.0
2881,2008-09-10,Brooklyn,11216.0,Apartment,Private room,1.0,75,1,32,95.0
2965,2008-09-14,Manhattan,10025.0,Apartment,Private room,1.0,145,1,52,99.0
3211,2008-09-25,Queens,11106.0,Apartment,Private room,1.0,100,1,3,93.0
3227,2008-09-26,Manhattan,10001.0,Apartment,Entire home/apt,3.0,150,1,171,85.0
3563,2008-10-10,Brooklyn,11220.0,Apartment,Private room,1.0,40,1,1,100.0
3647,2008-10-14,Queens,11373.0,Apartment,Entire home/apt,1.0,89,1,4,93.0
4177,2008-11-09,Brooklyn,11206.0,Apartment,Private room,1.0,125,1,16,94.0
4267,2008-11-12,Manhattan,10024.0,Apartment,Entire home/apt,2.0,170,1,28,88.0
4396,2008-11-19,Manhattan,10009.0,Apartment,Private room,1.0,79,1,23,89.0
4488,2008-11-21,Manhattan,10027.0,Apartment,Entire home/apt,3.0,125,1,6,97.0
4732,2008-12-01,Brooklyn,11217.0,Apartment,Entire home/apt,1.0,110,1,5,92.0
4869,2008-12-07,Brooklyn,11238.0,Other,Private room,3.0,89,1,14,85.0
5871,2008-12-31,Brooklyn,11213.0,Apartment,Entire home/apt,3.0,180,1,12,93.0
5926,2009-01-02,Manhattan,10027.0,Apartment,Private room,1.0,85,1,13,91.0
5940,2009-01-02,Queens,11368.0,Apartment,Entire home/apt,2.0,135,1,47,86.0
6041,2009-01-05,Queens,11105.0,Apartment,Private room,1.0,44,1,4,100.0
7118,2009-01-26,Manhattan,10036.0,Apartment,Entire home/apt,1.0,200,1,14,87.0
7209,2009-01-29,Manhattan,10016.0,Apartment,Entire home/apt,1.0,250,1,9,100.0
7222,2009-01-29,Manhattan,10003.0,Apartment,Entire home/apt,2.0,175,1,42,95.0
7230,2009-01-30,Manhattan,10128.0,Apartment,Entire home/apt,2.0,165,1,7,96.0
7299,2009-02-02,Manhattan,10005.0,Apartment,Entire home/apt,1.0,145,1,16,95.0
7322,2009-02-02,Manhattan,10016.0,Apartment,Entire home/apt,1.0,200,1,47,86.0
7323,2009-02-02,Brooklyn,11238.0,Apartment,Entire home/apt,1.0,115,1,13,88.0
7351,2009-02-02,Brooklyn,11215.0,Loft,Private room,2.0,74,1,3,80.0
7356,2009-02-03,Brooklyn,11216.0,Apartment,Private room,1.0,50,1,52,93.0
7386,2009-02-03,Manhattan,10016.0,Apartment,Entire home/apt,1.0,129,1,42,92.0
7414,2009-02-04,Brooklyn,11217.0,Apartment,Entire home/apt,3.0,185,1,21,85.0
7498,2009-02-06,Manhattan,10002.0,Apartment,Entire home/apt,1.0,80,1,1,80.0
7510,2009-02-06,Manhattan,10011.0,Apartment,Entire home/apt,2.0,190,1,29,93.0
7549,2009-02-07,Manhattan,10002.0,Apartment,Shared room,1.0,45,1,17,95.0
7611,2009-02-09,Brooklyn,11211.0,Apartment,Entire home/apt,1.0,135,1,51,95.0
7612,2009-02-09,Manhattan,10023.0,Apartment,Entire home/apt,1.0,145,1,29,91.0
7626,2009-02-09,Manhattan,10002.0,Apartment,Entire home/apt,1.0,100,1,156,86.0
7702,2009-02-10,Manhattan,10025.0,Apartment,Entire home/apt,1.0,135,1,30,94.0
7740,2009-02-11,Manhattan,10024.0,Apartment,Entire home/apt,1.0,200,1,98,94.0
7949,2009-02-15,Brooklyn,11238.0,Apartment,Private room,1.0,65,1,4,100.0
7987,2009-02-16,Manhattan,10025.0,Apartment,Entire home/apt,1.0,145,1,24,94.0
7989,2009-02-16,Manhattan,10036.0,Apartment,Private room,1.0,135,1,74,97.0
7999,2009-02-16,Brooklyn,11222.0,Apartment,Entire home/apt,1.0,165,1,1,100.0
8057,2009-02-17,Manhattan,10009.0,Loft,Entire home/apt,2.0,600,1,5,100.0
8178,2009-02-19,Brooklyn,11215.0,Apartment,Entire home/apt,1.0,145,1,188,90.0
8198,2009-02-19,Brooklyn,11217.0,Apartment,Entire home/apt,1.0,150,1,39,93.0
8380,2009-02-22,Manhattan,10014.0,Apartment,Entire home/apt,1.0,200,1,57,98.0
8425,2009-02-23,Manhattan,10014.0,Apartment,Entire home/apt,1.0,175,1,1,100.0
8440,2009-02-23,Brooklyn,11218.0,Apartment,Entire home/apt,1.0,150,1,4,95.0
8605,2009-02-25,Manhattan,10035.0,Apartment,Entire home/apt,2.0,109,1,11,91.0
8703,2009-02-27,Manhattan,10027.0,Apartment,Shared room,1.0,80,1,3,100.0
8730,2009-02-27,Manhattan,10003.0,Condominium,Entire home/apt,6.0,1990,1,4,100.0
8967,2009-03-03,Manhattan,10019.0,Apartment,Private room,1.0,73,1,242,85.0
9744,2009-03-10,Brooklyn,11215.0,House,Private room,2.0,89,1,95,96.0
10176,2009-03-14,Brooklyn,11211.0,Apartment,Entire home/apt,2.0,250,1,60,96.0
10889,2009-03-21,Brooklyn,11249.0,Apartment,Entire home/apt,2.0,250,1,132,93.0
11037,2009-03-22,Brooklyn,11217.0,Apartment,Entire home/apt,2.0,240,1,2,100.0
11481,2009-03-26,Brooklyn,11220.0,Apartment,Entire home/apt,1.0,105,1,21,88.0
12169,2009-04-03,Brooklyn,11211.0,Apartment,Private room,1.0,89,1,43,94.0
12220,2009-04-04,Manhattan,10025.0,Apartment,Private room,1.0,132,1,74,88.0
12221,2009-04-04,Bronx,10451.0,Apartment,Private room,3.0,42,1,105,81.0
12712,2009-04-08,Manhattan,10009.0,Apartment,Entire home/apt,3.0,200,1,63,87.0
12869,2009-04-10,Manhattan,10009.0,Apartment,Entire home/apt,1.0,250,1,13,92.0
13070,2009-04-12,Manhattan,10128.0,Bed & Breakfast,Entire home/apt,2.0,295,1,58,83.0
13424,2009-04-14,Manhattan,10019.0,Apartment,Entire home/apt,1.0,280,1,7,100.0
13908,2009-04-18,Manhattan,10025.0,Apartment,Entire home/apt,3.0,150,1,12,66.0
14063,2009-04-19,Brooklyn,11201.0,Apartment,Entire home/apt,3.0,125,1,4,100.0
14204,2009-04-20,Brooklyn,11231.0,Apartment,Entire home/apt,2.0,230,1,18,100.0
15154,2009-04-28,Manhattan,10023.0,Apartment,Entire home/apt,1.0,160,1,2,80.0
15167,2009-04-28,Manhattan,10031.0,Apartment,Entire home/apt,3.0,107,1,13,98.0
15192,2009-04-28,Brooklyn,11216.0,Apartment,Entire home/apt,3.0,159,1,8,84.0
15261,2009-04-29,Brooklyn,11205.0,Apartment,Private room,1.0,50,1,1,80.0
15742,2009-05-04,Manhattan,10031.0,Apartment,Entire home/apt,1.0,110,1,20,83.0
16800,2009-05-12,Manhattan,10029.0,Apartment,Private room,2.0,95,1,150,96.0
16851,2009-05-12,Brooklyn,11211.0,Apartment,Entire home/apt,1.0,125,1,8,93.0
16883,2009-05-13,Manhattan,10024.0,Loft,Entire home/apt,2.0,135,1,4,91.0
17296,2009-05-15,Manhattan,10016.0,Apartment,Entire home/apt,1.0,100,1,5,96.0
17571,2009-05-17,Brooklyn,11205.0,House,Entire home/apt,2.0,200,1,80,95.0
17655,2009-05-18,Manhattan,10002.0,Apartment,Entire home/apt,1.0,220,1,17,97.0
17798,2009-05-19,Manhattan,10009.0,Apartment,Entire home/apt,3.0,399,1,4,100.0
17930,2009-05-19,Brooklyn,11218.0,Apartment,Entire home/apt,3.0,199,1,1,100.0
17985,2009-05-20,Manhattan,10002.0,Apartment,Entire home/apt,2.0,130,1,38,86.0
18174,2009-05-21,Manhattan,10003.0,Apartment,Entire home/apt,3.0,160,1,55,92.0
18374,2009-05-22,Manhattan,10003.0,Apartment,Entire home/apt,1.0,135,1,89,96.0
18611,2009-05-24,Manhattan,10003.0,Apartment,Entire home/apt,2.0,350,1,5,96.0
18729,2009-05-25,Brooklyn,11215.0,Condominium,Entire home/apt,2.0,375,1,9,98.0
19031,2009-05-27,Manhattan,10012.0,Apartment,Entire home/apt,1.0,225,1,14,81.0
19852,2009-06-02,Manhattan,10035.0,Apartment,Entire home/apt,1.0,165,1,8,97.0
19969,2009-06-03,Manhattan,10013.0,Apartment,Entire home/apt,1.0,585,1,52,96.0
20149,2009-06-04,Brooklyn,11206.0,Apartment,Private room,1.0,40,1,46,96.0
20805,2009-06-09,Brooklyn,11225.0,Apartment,Private room,1.0,85,1,12,100.0
21286,2009-06-12,Manhattan,10024.0,Apartment,Entire home/apt,2.0,225,1,9,97.0
21306,2009-06-12,Brooklyn,11222.0,Apartment,Private room,1.0,110,1,11,96.0
21475,2009-06-14,Manhattan,10002.0,Apartment,Private room,1.0,125,1,55,96.0
21823,2009-06-16,Brooklyn,11221.0,Apartment,Entire home/apt,5.0,275,1,9,98.0
21904,2009-06-16,Manhattan,10003.0,Apartment,Entire home/apt,1.0,240,1,8,93.0
22220,2009-06-18,Manhattan,10028.0,Apartment,Entire home/apt,1.0,175,1,17,91.0
22486,2009-06-20,Brooklyn,11211.0,Loft,Entire home/apt,4.0,130,1,6,76.0
23048,2009-06-24,Brooklyn,11215.0,Apartment,Entire home/apt,1.0,139,1,18,94.0
23193,2009-06-25,Brooklyn,11221.0,House,Private room,1.0,35,1,2,100.0
23276,2009-06-25,Brooklyn,11215.0,Apartment,Entire home/apt,2.0,260,1,3,100.0
23435,2009-06-26,Manhattan,10281.0,Apartment,Entire home/apt,1.0,185,1,48,96.0
23577,2009-06-28,Brooklyn,11249.0,Loft,Entire home/apt,1.0,175,1,16,99.0
23727,2009-06-29,Brooklyn,11238.0,Apartment,Entire home/apt,2.0,150,1,6,97.0
23843,2009-06-30,Manhattan,10002.0,Apartment,Entire home/apt,1.0,175,1,15,96.0
23856,2009-06-30,Brooklyn,11222.0,Apartment,Entire home/apt,1.0,150,1,2,100.0
24000,2009-07-01,Manhattan,10009.0,Apartment,Private room,1.0,133,1,80,91.0
24222,2009-07-02,Manhattan,10009.0,Apartment,Entire home/apt,4.0,375,1,9,96.0
25100,2009-07-10,Manhattan,10025.0,Apartment,Private room,1.0,180,1,4,90.0
25183,2009-07-10,Brooklyn,11216.0,Apartment,Entire home/apt,4.0,150,1,23,91.0
25533,2009-07-13,Manhattan,10003.0,Apartment,Private room,1.0,99,1,14,72.0
25551,2009-07-14,Brooklyn,11211.0,Apartment,Entire home/apt,1.0,199,1,20,97.0
25632,2009-07-14,Brooklyn,11222.0,Apartment,Entire home/apt,2.0,300,1,1,100.0
26210,2009-07-19,Manhattan,10039.0,Apartment,Private room,1.0,85,1,69,94.0
26333,2009-07-20,Manhattan,10018.0,Apartment,Entire home/apt,2.0,375,1,6,96.0
26640,2009-07-21,Manhattan,10024.0,Apartment,Entire home/apt,2.0,289,1,26,91.0
27104,2009-07-23,Manhattan,10030.0,Apartment,Private room,1.0,60,1,73,93.0
27848,2009-07-27,Queens,11434.0,House,Private room,2.0,55,1,47,88.0
28217,2009-07-28,Brooklyn,11222.0,Apartment,Private room,1.0,55,1,2,100.0
28267,2009-07-28,Brooklyn,11249.0,Apartment,Entire home/apt,3.0,195,1,23,95.0
28702,2009-07-30,Manhattan,10018.0,Loft,Private room,1.0,120,1,2,90.0
29096,2009-08-01,Manhattan,10009.0,Apartment,Entire home/apt,1.0,135,1,165,95.0
29642,2009-08-04,Manhattan,10002.0,Apartment,Private room,1.0,95,1,9,96.0
29762,2009-08-05,Brooklyn,11233.0,Apartment,Private room,2.0,29,1,92,83.0
29805,2009-08-05,Brooklyn,11215.0,Apartment,Entire home/apt,2.0,125,1,3,100.0
30193,2009-08-06,Manhattan,10019.0,Apartment,Entire home/apt,1.0,150,1,40,93.0
30529,2009-08-08,Brooklyn,11238.0,Apartment,Private room,1.0,84,1,2,100.0
30811,2009-08-10,Manhattan,10025.0,Apartment,Entire home/apt,1.0,115,1,1,80.0
32045,2009-08-16,Manhattan,10027.0,Apartment,Private room,1.0,60,1,12,98.0
32105,2009-08-17,Manhattan,10003.0,Apartment,Entire home/apt,1.0,140,1,7,95.0
32169,2009-08-17,Brooklyn,11222.0,Apartment,Private room,1.0,70,1,50,85.0
32294,2009-08-18,Manhattan,10031.0,Apartment,Private room,1.0,50,1,179,88.0
32330,2009-08-18,Manhattan,10009.0,Apartment,Entire home/apt,2.0,130,1,73,84.0
32704,2009-08-19,Manhattan,10019.0,Loft,Private room,1.0,192,1,17,88.0
32774,2009-08-20,Brooklyn,11221.0,Apartment,Entire home/apt,1.0,79,1,43,88.0
32800,2009-08-20,Brooklyn,11216.0,Apartment,Entire home/apt,1.0,85,1,1,100.0
33279,2009-08-23,Manhattan,10002.0,Apartment,Entire home/apt,1.0,165,1,42,84.0
33405,2009-08-23,Brooklyn,11222.0,Apartment,Entire home/apt,1.0,142,1,22,93.0
34128,2009-08-26,Brooklyn,11211.0,Apartment,Entire home/apt,1.0,170,1,21,99.0
35017,2009-08-30,Manhattan,10003.0,Apartment,Entire home/apt,1.0,160,1,20,96.0
35271,2009-08-31,Manhattan,10036.0,Apartment,Private room,1.0,125,1,9,87.0
35377,2009-09-01,Manhattan,10027.0,Apartment,Private room,1.0,100,1,26,88.0
35845,2009-09-03,Brooklyn,11210.0,House,Private room,3.0,138,1,26,90.0
35935,2009-09-03,Brooklyn,11238.0,House,Private room,1.0,60,1,39,94.0
36017,2009-09-03,Brooklyn,11238.0,Apartment,Entire home/apt,1.0,131,1,82,83.0
36841,2009-09-07,Brooklyn,11233.0,Apartment,Entire home/apt,2.0,115,1,1,100.0
36897,2009-09-07,Manhattan,10002.0,Apartment,Entire home/apt,1.0,113,1,20,96.0
37286,2009-09-09,Brooklyn,11206.0,Apartment,Private room,1.0,95,1,28,91.0
37809,2009-09-11,Brooklyn,11231.0,Apartment,Entire home/apt,2.0,180,1,8,97.0
38265,2009-09-13,Brooklyn,11211.0,Apartment,Entire home/apt,1.0,160,1,7,91.0
38513,2009-09-14,Brooklyn,11226.0,Apartment,Entire home/apt,4.0,122,1,27,85.0
38648,2009-09-15,Manhattan,10011.0,Apartment,Entire home/apt,2.0,329,1,17,84.0
38649,2009-09-15,Manhattan,10012.0,Apartment,Private room,1.0,101,1,123,90.0
38736,2009-09-15,Manhattan,10018.0,Apartment,Private room,1.0,130,1,19,93.0
39260,2009-09-17,Manhattan,10029.0,Apartment,Entire home/apt,1.0,120,1,23,95.0
39636,2009-09-19,Brooklyn,11238.0,House,Private room,1.0,110,1,35,95.0
39866,2009-09-20,Manhattan,10028.0,Apartment,Entire home/apt,2.0,160,1,10,98.0
40100,2009-09-21,Manhattan,10019.0,Apartment,Private room,1.0,89,1,9,98.0
40275,2009-09-21,Brooklyn,11205.0,Apartment,Entire home/apt,4.0,135,1,2,100.0
41437,2009-09-26,Brooklyn,11205.0,Loft,Entire home/apt,4.0,200,1,48,96.0
42032,2009-09-29,Manhattan,10025.0,Apartment,Entire home/apt,1.0,140,1,41,93.0
42273,2009-09-29,Brooklyn,11215.0,Apartment,Entire home/apt,1.0,135,1,247,98.0
42756,2009-10-01,Brooklyn,11211.0,Apartment,Entire home/apt,1.0,140,1,257,95.0
43321,2009-10-04,Brooklyn,11211.0,Apartment,Entire home/apt,1.0,110,1,1,100.0
43772,2009-10-06,Brooklyn,11222.0,Condominium,Entire home/apt,2.0,272,1,2,100.0
44029,2009-10-07,Brooklyn,11222.0,Apartment,Private room,1.0,80,1,6,100.0
44136,2009-10-07,Brooklyn,11215.0,Apartment,Entire home/apt,2.0,250,1,7,97.0
44145,2009-10-07,Brooklyn,11237.0,Apartment,Entire home/apt,1.0,80,1,85,89.0
44263,2009-10-08,Manhattan,10002.0,Apartment,Private room,1.0,120,1,67,98.0
45016,2009-10-11,Brooklyn,11216.0,Apartment,Entire home/apt,3.0,160,1,103,90.0
45098,2009-10-11,Brooklyn,11238.0,Apartment,Entire home/apt,4.0,150,1,1,80.0
45120,2009-10-11,Manhattan,10003.0,Apartment,Entire home/apt,1.0,200,1,2,80.0
45324,2009-10-12,Queens,11434.0,House,Private room,1.0,42,1,6,72.0
45587,2009-10-13,Manhattan,10011.0,Apartment,Entire home/apt,2.0,150,1,11,92.0
45609,2009-10-13,Brooklyn,11222.0,Apartment,Entire home/apt,2.0,149,1,12,100.0
45682,2009-10-13,Manhattan,10023.0,Apartment,Entire home/apt,2.0,150,1,41,98.0
45775,2009-10-14,Brooklyn,11238.0,Apartment,Private room,1.0,69,1,2,90.0
46650,2009-10-18,Manhattan,10014.0,Apartment,Entire home/apt,1.0,195,1,35,93.0
46969,2009-10-19,Staten Island,10304.0,House,Entire home/apt,3.0,70,1,40,98.0
46978,2009-10-19,Manhattan,10009.0,Apartment,Private room,1.0,70,1,157,85.0
47618,2009-10-22,Brooklyn,11205.0,Apartment,Private room,1.0,126,1,21,100.0
47691,2009-10-22,Manhattan,10013.0,Apartment,Entire home/apt,3.0,308,1,29,97.0
47737,2009-10-22,Manhattan,10029.0,Apartment,Private room,1.0,120,1,18,72.0
48143,2009-10-25,Manhattan,10016.0,Apartment,Entire home/apt,1.0,235,1,9,96.0
48247,2009-10-26,Brooklyn,11216.0,Apartment,Entire home/apt,3.0,115,1,125,91.0
48599,2009-10-27,Manhattan,10011.0,Apartment,Entire home/apt,1.0,145,1,10,98.0
48957,2009-10-28,Brooklyn,11215.0,Apartment,Entire home/apt,1.0,235,1,2,100.0
49236,2009-10-28,Manhattan,10075.0,Apartment,Entire home/apt,1.0,185,1,24,62.0
49366,2009-10-29,Brooklyn,11238.0,House,Entire home/apt,2.0,315,1,13,98.0
49623,2009-10-29,Manhattan,10002.0,Apartment,Private room,1.0,59,1,28,98.0
50124,2009-10-31,Queens,11101.0,Townhouse,Private room,2.0,120,1,97,97.0
50148,2009-10-31,Brooklyn,11238.0,Apartment,Entire home/apt,2.0,150,1,49,84.0
50335,2009-10-31,Manhattan,10003.0,Apartment,Entire home/apt,1.0,150,1,5,93.0
50912,2009-11-02,Brooklyn,11238.0,Apartment,Private room,1.0,75,1,7,94.0
51038,2009-11-03,Brooklyn,11238.0,Apartment,Entire home/apt,1.0,248,1,36,93.0
51618,2009-11-05,Manhattan,10018.0,Apartment,Private room,1.0,56,1,1,100.0
52007,2009-11-06,Queens,11377.0,Apartment,Private room,1.0,50,1,9,96.0
52233,2009-11-07,Brooklyn,11211.0,Apartment,Entire home/apt,1.0,100,1,4,100.0
52263,2009-11-07,Manhattan,10001.0,Apartment,Entire home/apt,1.0,220,1,2,90.0
52335,2009-11-08,Brooklyn,11205.0,Apartment,Private room,1.0,80,1,82,94.0
52751,2009-11-09,Manhattan,10014.0,Apartment,Entire home/apt,1.0,207,1,60,91.0
52788,2009-11-09,Manhattan,10029.0,Apartment,Entire home/apt,1.0,199,1,19,94.0
53024,2009-11-10,Brooklyn,11225.0,House,Entire home/apt,7.0,199,1,5,85.0
53132,2009-11-10,Brooklyn,11205.0,Loft,Entire home/apt,2.0,125,1,5,87.0
53179,2009-11-11,Brooklyn,11218.0,Condominium,Private room,1.0,59,1,4,100.0
54090,2009-11-13,Manhattan,10003.0,Apartment,Entire home/apt,1.0,145,1,54,96.0
54255,2009-11-14,Brooklyn,11233.0,Townhouse,Private room,2.0,99,1,1,100.0
54275,2009-11-14,Brooklyn,11216.0,House,Private room,1.0,85,1,9,98.0
54622,2009-11-15,Brooklyn,11211.0,Apartment,Private room,1.0,150,1,2,100.0
54833,2009-11-16,Manhattan,10011.0,Apartment,Entire home/apt,1.0,225,1,8,95.0
55021,2009-11-17,Manhattan,10002.0,Apartment,Private room,1.0,120,1,44,98.0
55176,2009-11-17,Brooklyn,11207.0,Apartment,Entire home/apt,2.0,125,1,98,93.0
55289,2009-11-17,Manhattan,10036.0,Apartment,Private room,1.0,99,1,29,88.0
55298,2009-11-17,Manhattan,10024.0,Apartment,Entire home/apt,3.0,180,1,20,86.0
55421,2009-11-18,Manhattan,10033.0,Apartment,Private room,2.0,150,1,2,100.0
55458,2009-11-18,Brooklyn,11249.0,Apartment,Entire home/apt,2.0,300,1,6,90.0
55469,2009-11-18,Brooklyn,11230.0,House,Private room,1.0,145,1,5,100.0
55775,2009-11-19,Brooklyn,11201.0,Apartment,Entire home/apt,1.0,150,1,56,97.0
56104,2009-11-20,Brooklyn,11206.0,Apartment,Entire home/apt,2.0,190,1,33,96.0
56246,2009-11-21,Brooklyn,11222.0,Apartment,Entire home/apt,2.0,149,1,51,95.0
56284,2009-11-21,Manhattan,10010.0,Apartment,Entire home/apt,1.0,200,1,4,100.0
56326,2009-11-21,Manhattan,10027.0,Apartment,Entire home/apt,2.0,200,1,6,90.0
56471,2009-11-22,Manhattan,10009.0,Apartment,Entire home/apt,1.0,135,1,100,78.0
56512,2009-11-22,Brooklyn,11211.0,Apartment,Entire home/apt,1.0,170,1,57,98.0
56653,2009-11-22,Manhattan,10027.0,Apartment,Private room,1.0,74,1,37,93.0
56663,2009-11-22,Manhattan,10001.0,Apartment,Entire home/apt,4.0,445,1,25,90.0
56944,2009-11-23,Manhattan,10010.0,Apartment,Entire home/apt,2.0,99,1,14,82.0
57101,2009-11-24,Queens,11693.0,House,Entire home/apt,2.0,160,1,19,96.0
57406,2009-11-25,Brooklyn,11206.0,Apartment,Entire home/apt,2.0,165,1,24,96.0
57574,2009-11-25,Brooklyn,11211.0,Apartment,Entire home/apt,1.0,195,1,10,98.0
57877,2009-11-26,Manhattan,10019.0,Apartment,Entire home/apt,1.0,180,1,1,100.0
58702,2009-11-30,Manhattan,10019.0,Apartment,Entire home/apt,3.0,150,1,107,91.0
58745,2009-11-30,Brooklyn,11221.0,Apartment,Entire home/apt,4.0,136,1,73,90.0
59023,2009-12-01,Manhattan,10002.0,Apartment,Private room,1.0,110,1,14,96.0
59028,2009-12-01,Brooklyn,11206.0,Apartment,Private room,1.0,72,1,40,97.0
59172,2009-12-01,Manhattan,10026.0,Dorm,Private room,1.0,90,1,11,89.0
59185,2009-12-01,Manhattan,10065.0,Apartment,Entire home/apt,3.0,247,1,5,92.0
59254,2009-12-01,Manhattan,10075.0,Apartment,Entire home/apt,2.0,149,1,50,76.0
59734,2009-12-03,Manhattan,10018.0,Apartment,Private room,1.0,59,1,165,92.0
59777,2009-12-03,Brooklyn,11221.0,Apartment,Private room,2.0,59,1,5,93.0
60049,2009-12-04,Manhattan,10002.0,Apartment,Entire home/apt,2.0,175,1,8,94.0
60252,2009-12-05,Brooklyn,11211.0,Apartment,Private room,1.0,100,1,15,95.0
60270,2009-12-05,Manhattan,10028.0,Apartment,Private room,1.0,92,1,19,91.0
60584,2009-12-06,Manhattan,10031.0,Apartment,Entire home/apt,1.0,120,1,4,100.0
60787,2009-12-07,Brooklyn,11233.0,Apartment,Entire home/apt,3.0,100,1,51,92.0
60810,2009-12-07,Brooklyn,11221.0,Apartment,Private room,1.0,75,1,4,100.0
60885,2009-12-07,Brooklyn,11237.0,Apartment,Entire home/apt,2.0,135,1,39,95.0
60923,2009-12-07,Manhattan,10001.0,Apartment,Entire home/apt,1.0,205,1,11,93.0
61161,2009-12-08,Manhattan,10018.0,Apartment,Entire home/apt,1.0,200,1,8,95.0
61403,2009-12-09,Brooklyn,11222.0,Apartment,Entire home/apt,2.0,140,1,43,97.0
61414,2009-12-09,Brooklyn,11238.0,Apartment,Entire home/apt,1.0,99,1,49,86.0
61446,2009-12-09,Manhattan,10128.0,Apartment,Entire home/apt,1.0,165,1,63,94.0
61494,2009-12-09,Manhattan,10002.0,Apartment,Entire home/apt,1.0,155,1,26,95.0
61862,2009-12-10,Queens,11102.0,House,Private room,2.0,110,1,51,98.0
62001,2009-12-10,Manhattan,10019.0,Apartment,Entire home/apt,3.0,149,1,57,80.0
62316,2009-12-11,Manhattan,10009.0,Apartment,Entire home/apt,2.0,222,1,9,93.0
62330,2009-12-11,Manhattan,10021.0,Apartment,Entire home/apt,1.0,169,1,52,96.0
62352,2009-12-11,Brooklyn,11238.0,Apartment,Entire home/apt,2.0,145,1,30,95.0
62407,2009-12-12,Manhattan,10009.0,Apartment,Entire home/apt,1.0,130,1,55,87.0
62508,2009-12-12,Manhattan,10009.0,Apartment,Entire home/apt,1.0,165,1,28,87.0
62541,2009-12-12,Manhattan,10003.0,Apartment,Entire home/apt,1.0,220,1,11,98.0
62583,2009-12-12,Brooklyn,11211.0,Apartment,Entire home/apt,2.0,245,1,16,85.0
62687,2009-12-13,Brooklyn,11231.0,Apartment,Entire home/apt,2.0,250,1,9,97.0
62745,2009-12-13,Manhattan,10075.0,Apartment,Entire home/apt,2.0,150,1,71,86.0
62812,2009-12-13,Manhattan,10007.0,Loft,Private room,1.0,165,1,5,90.0
62855,2009-12-13,Brooklyn,11205.0,Apartment,Private room,1.0,99,1,11,100.0
62955,2009-12-14,Manhattan,10009.0,Apartment,Entire home/apt,2.0,145,1,23,72.0
63036,2009-12-14,Manhattan,10026.0,Apartment,Entire home/apt,2.0,225,1,3,80.0
63116,2009-12-14,Queens,11372.0,Apartment,Entire home/apt,1.0,104,1,8,95.0
63318,2009-12-15,Manhattan,10032.0,Apartment,Private room,1.0,65,1,68,94.0
63349,2009-12-15,Brooklyn,11231.0,House,Entire home/apt,8.0,475,1,1,80.0
63588,2009-12-16,Brooklyn,11238.0,Apartment,Entire home/apt,3.0,220,1,1,100.0
63607,2009-12-16,Brooklyn,11211.0,Apartment,Private room,1.0,75,1,1,100.0
63613,2009-12-16,Brooklyn,11205.0,Apartment,Private room,1.0,65,1,20,94.0
63859,2009-12-17,Brooklyn,11238.0,Apartment,Private room,1.0,160,1,2,100.0
63924,2009-12-17,Manhattan,10036.0,Bed & Breakfast,Private room,1.0,100,1,145,88.0
63945,2009-12-17,Brooklyn,11226.0,Apartment,Private room,1.0,85,1,25,96.0
64164,2009-12-18,Manhattan,10002.0,Apartment,Entire home/apt,3.0,180,1,68,88.0
64334,2009-12-19,Brooklyn,11211.0,Loft,Entire home/apt,1.0,90,1,2,80.0
64442,2009-12-19,Manhattan,10009.0,Apartment,Private room,1.0,90,1,80,93.0
64522,2009-12-20,Brooklyn,11249.0,Apartment,Entire home/apt,3.0,135,1,69,90.0
64687,2009-12-20,Manhattan,10039.0,Apartment,Private room,1.0,85,1,7,100.0
64894,2009-12-21,Manhattan,10024.0,Apartment,Entire home/apt,1.0,185,1,67,96.0
65059,2009-12-22,Manhattan,10009.0,Apartment,Private room,1.0,120,1,188,90.0
65179,2009-12-22,Queens,11692.0,Boat,Entire home/apt,2.0,175,1,20,93.0
65197,2009-12-22,Manhattan,10011.0,Apartment,Entire home/apt,1.0,150,1,14,88.0
65212,2009-12-23,Brooklyn,11237.0,House,Private room,1.0,60,1,1,100.0
65591,2009-12-25,Brooklyn,11249.0,Apartment,Entire home/apt,2.0,180,1,7,90.0
65676,2009-12-25,Manhattan,10012.0,Apartment,Entire home/apt,1.0,114,1,32,92.0
65804,2009-12-26,Brooklyn,11201.0,Apartment,Shared room,1.0,72,1,4,90.0
65837,2009-12-26,Manhattan,10035.0,Apartment,Entire home/apt,6.0,225,1,91,95.0
66061,2009-12-27,Manhattan,10001.0,Apartment,Private room,1.0,55,1,12,92.0
66071,2009-12-27,Brooklyn,11237.0,Loft,Entire home/apt,1.0,160,1,9,96.0
66087,2009-12-27,Brooklyn,11209.0,Apartment,Entire home/apt,1.0,99,1,2,50.0
